,course_id,semester,name,dept_id,department,credits,description,grading_method,gen_ed,core,sections,relationships.coreqs,relationships.prereqs,relationships.formerly,relationships.restrictions,relationships.additional_info,relationships.also_offered_as,relationships.credit_granted_for
838,BUDT704,202308,Data Processing and Analysis in Python,BUDT,Decision and Information Technologies,3,"An introduction to the Python programming language for the purpose of processing, analyzing, and visualizing data. In addition, students will be introduced to developing basic regression, optimization, and simulation models in Python, using highly popular packages. Course emphasis is on mastering basic Python functionality and developing intermediate to advanced skills in working with data, through instruction and active learning.",['Regular'],[],[],"['BUDT704-0501', 'BUDT704-0502', 'BUDT704-0506', 'BUDT704-0507']",,,BUDT758X.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.,,,BUDT758X OR BUDT704.
839,BUDT721,202308,Digital Transformation in Business,BUDT,Decision and Information Technologies,2,"Introduces students to the strategic role of digital transformation within businesses, and provides an overview for how major information technologies may be used to inform and transform the firm's strategic, operational, and tactical decisions. Topics discussed in the course include the strategic use of digital technologies to generate sustainable competitive value; the contributions of new forms of technology infrastructure; the evaluation of new technology investments and the resulting ROI; acquiring, managing and governing technological capabilities within the firm; understanding the role of enterprise systems and social technologies within the firm; and the management of disruptive technologies within and outside the firm.",['Regular'],[],[],"['BUDT721-0501', 'BUDT721-0502']",,,BUDT758E.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.,,,BUDT758E or BUDT721.
840,BUDT722,202308,Managing Digital Business Markets,BUDT,Decision and Information Technologies,2,"The objective is to understand the strategic and tactical issues involved in managing digital businesses and markets. Also, some of the characteristics of digital businesses and markets that make them unique and understand how companies can best manage them will be examined.",['Regular'],[],[],"['BUDT722-0501', 'BUDT722-0502']",,,BUDT758G.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.,,,BUDT758G or BUDT722.
841,BUDT724,202308,Project Management in Dynamic Environments,BUDT,Decision and Information Technologies,2,"Addresses project management skills that are required by successful managers in increasingly competitive and faster-moving environments. Examines fundamental concepts of successful project management, and the technical and managerial issues, methods, and techniques.",['Regular'],[],[],"['BUDT724-0501', 'BUDT724-0502']",,,,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.,,,
842,BUDT730,202308,Data Models and Decisions,BUDT,Decision and Information Technologies,3,"Analytical modeling of business decisions; uncertainty, risk and expected utility; regression modeling to infer relationships among variables.",['Regular'],[],[],"['BUDT730-0506', 'BUDT730-0507', 'BUDT730-0501', 'BUDT730-0502']",,,BUDT758Q.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.,,,"BUSI758B, BUDT758Q or BUDT730."
843,BUDT731,202308,"Data, Models, and Decisions Using R",BUDT,Decision and Information Technologies,2,"Analytical modeling of business decisions; uncertainty, risk and expected utility; regression modeling to infer relationships among variables.",['Regular'],[],[],"['BUDT731-0501', 'BUDT731-0502']",,,,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.,,,
844,BUDT732,202308,Decision Analytics,BUDT,Decision and Information Technologies,3,"Analytical modeling for managerial decisions using a spreadsheet environment. Includes linear and nonlinear optimization models, decision making under uncertainty and simulation models.",['Regular'],[],[],"['BUDT732-0506', 'BUDT732-0507']",,,BMGT732 and BUDT758P.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.,,,"BMGT732, BUDT758P or BUDT732."
845,BUDT737,202308,Enterprise Cloud Computing and Big Data,BUDT,Decision and Information Technologies,2,"Uses a learning-by-doing approach to understand key concepts behind Cloud Computing and Big Data , the strategic drivers of these technologies and the value propositions that they provide to industry. The course cover technologies within this ecosystem including Hadoop, AWS, Pig, Hive, Amazon Web Services and Spark. The focus is on creating awareness of the technologies, providing some level of familiarity with them through hands-on exercises and projects, and enabling strategic thinking around the use of these technologies in business.",['Regular'],[],[],"['BUDT737-0501', 'BUDT737-0502', 'BUDT737-0503']",,,,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith School of Business.,,,
846,BUDT740,202308,Management of Information Systems,BUDT,Decision and Information Technologies,3,"To work together effectively for an organization's success, both business managers and IS managers must understand how to both manage and utilize information systems. This course explores management issues and opportunities of the IS function within organizations. Topics include e-business, protection of intellectual property and personal information, software development, IS operations, systems availability and business continuity, IS for multinational organizations, shadow IS organizations, business partnerships and alliances, and mergers, acquisitions, and divestitures.",['Regular'],[],[],['BUDT740-0501'],,,BUDT758J.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H Smith.,,,BUDT758J or BUDT740.
847,BUDT758B,202308,"Special Topics in Decision, Operations and Information Technologies; Big Data and Artificial Intelligence for Business",BUDT,Decision and Information Technologies,3,,['Regular'],[],[],"['BUDT758B-0501', 'BUDT758B-0503', 'BUDT758B-0502']",,,,,,,
848,BUDT758I,202308,"Special Topics in Decision, Operations and Information Technologies; Applied Finance Information Systems",BUDT,Decision and Information Technologies,3,,['Regular'],[],[],"['BUDT758I-0501', 'BUDT758I-0502']",,,,,,,
849,BUDT758L,202308,"Special Topics in Decision, Operations and Information Technologies; Price Optimization & Revenue Management",BUDT,Decision and Information Technologies,3,For MS in Business Analytic students only.,['Regular'],[],[],"['BUDT758L-0507', 'BUDT758L-0506']",,,,,,,
850,BUDT758M,202308,"Special Topics in Decision, Operations and Information Technologies; Healthcare Information Systems",BUDT,Decision and Information Technologies,3,For MS in Information Systems students only.,['Regular'],[],[],['BUDT758M-0501'],,,,,,,
851,BUDT758W,202308,"Special Topics in Decision, Operations and Information Technologies; Capstone Project in Business Analytics",BUDT,Decision and Information Technologies,3,,['Regular'],[],[],"['BUDT758W-0507', 'BUDT758W-0506']",,,,,,,
852,BUDT759,202308,Independent Study in Decision and Information Technologies,BUDT,Decision and Information Technologies,1,,['Regular'],[],[],[],,,,,,,
853,BUFN400,202308,Introduction to Financial Markets and Financial Datasets,BUFN,Finance,3,"This course will provide an overview of financial concepts and markets and datasets. Company financial statements will be used to review concepts including earnings, cash flow, accruals, investment, dividends, etc. The course will introduce concepts related to portfolio theory and asset pricing. It will introduce the fundamentals of the stock market and market microstructure, including bid ask spreads and market liquidity. Advanced topics include event studies, high frequency trading, Over The Counter (OTC) bond markets, and more specialized institutional arrangements including repo markets and foreign currency exchange markets.","['Regular', 'Pass-Fail', 'Audit']",[],[],['BUFN400-0101'],,,,By Permission Only.,"Recommended: CMSC320, CMSC351, MATH240, and MATH241 . Computer Science majors who would like to take this course should email Professor Albert Kyle askyle4@umd.edu and Professor Louiqa Raschid lraschid@umd.edu for permission to register for this course.",,
854,BUFN401,202308,Option Theory and Derivatives,BUFN,Finance,3,"Will introduce Option Theory and the concept of a derivative financial contract whose value is based on some underlying asset, e.g., a stock or bond or commodity. Option theory based pricing models are a cornerstone of modern finance. Unlike the Capital Asset Pricing Model (CAPM) that determines an appropriate rate of return, option theory primarily relies on arbitrage arguments, and the probability that an option will be exercised during some time interval. Option theory has been very successful empirically. Common derivative types include stock and bond and index options, futures contracts, forward contract and swaps.","['Regular', 'Pass-Fail', 'Audit']",[],[],['BUFN401-0101'],,BUFN400.,,,,,
855,BUFN610,202308,Financial Management,BUFN,Finance,2,"Focuses on the valuation of the real assets of firms as well as the valuation of stocks and bonds, the primary financial assets in an economy. While details vary, the conceptual foundations of valuation boil down to three themes: time value of money, no-arbitrage, and systematic risk.",['Regular'],[],[],"['BUFN610-0505', 'BUFN610-0501']",,,,Permission of BMGT-Robert H.,Smith School of Business; or must be in Business and Management (Master's) program.,,"BUSI640, BUFN610, or BMGT610."
856,BUFN620,202308,Capital Markets,BUFN,Finance,2,"Designed to deepen the foundations necessary to finance focused students, especially those intending to specialize in the quantitative areas of finance including investments, fixed income, and financial engineering.",['Regular'],[],[],['BUFN620-0501'],,,BUFN740.,Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H.,Smith School of Business.    For Master of Finance students only.,,BUFN740 or BUFN620.
857,BUFN630,202308,Valuation in Corporate Finance,BUFN,Finance,2,"An advanced topics course in Corporate Finance dealing with valuation. Main topics will be, building pro forma statements, cost of capital, using ratios and comparables to value projects and firms, dicounted cash flow valuations, WACC and APV methods of valuation and Real Option Valuations.",['Regular'],[],[],"['BUFN630-0501', 'BUFN630-0505']",,BUFN610.,BUFN750.,Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H.,Smith School of Business.,,"BUFN630, BUFN714, BUFN750, BUFN753, or BMGT730."
858,BUFN640,202308,Financial Data Analytics,BUFN,Finance,2,"The course adopts a machine learning mindset to study standard techniques of econometric analysis of financial data. The focus is on understanding, interpretation, and practical applications in Python and Google Colab.",['Regular'],[],[],"['BUFN640-0501', 'BUFN640-0505']",,,BUFN758N.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,,,BUFN758N of BUFN640.
859,BUFN650,202308,Machine Learning in Finance,BUFN,Finance,2,A hands-on course on applications of cutting-edge machine learning methods to financial modeling. It introduces students to a wide variety of machine learning techniques ranging from lasso regression to deep learning and TensorFlow.,['Regular'],[],[],"['BUFN650-0501', 'BUFN650-0505']",,BUFN640.,BUFN758O.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,,,BUFN758O or BUFN650.
860,BUFN660,202308,Derivative Securities,BUFN,Finance,2,"Standard types of derivatives contracts are presented, and illustrated as to how they are used in practice. The theory of pricing these contracts is then presented in detail. The use of static and dynamic replication strategies, and the concept of no-arbitrage strategies is illustrated in numerous ways. Standard valuation techniques are covered, and standard formulas are presented. The theory is then applied to develop specific pricing and hedging strategies for various types of derivatives on different underlying assets. The management of the exposure of various risks is covered in detail as well.",['Regular'],[],[],"['BUFN660-0501', 'BUFN660-0505']",,BUFN610.,BUFN761.,Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H.,Smith School of Business.,,"BUFN660, BUFN726, BUFN761 or BUFN773."
861,BUFN717,202308,Entrepreneurial Finance and Private Equity,BUFN,Finance,2,"An advanced topics course in Corporate Finance. The major emphasis is how financiers help growing firms - and in particular young start-ups - using different types of securities at different points in the industry's and firm's life. Financing arrangements and securities studied will include private equity funds and private financings placements, Venture Capital (VC) and preferred equity, Investment Banks through Initial Public Offerings (IPOs), Private equity finds, debt and leveraged buyouts. Students will learn additional techniques that will help them understand how financiers value firms and how to understand, plan and value different financing strategies.",['Regular'],[],[],['BUFN717-0501'],,BUFN610.,BUFN755.,Permission of BMGT-Robert H.,Smith School of Business; or must be in Business and Management (Master's) program.,,BUFN755 or BUFN717.
862,BUFN721,202308,International Investment,BUFN,Finance,2,"Addresses international stock markets, portfolio theory, international interest rates, exchange rates and exchange rate derivatives (options, forwards, and futures), exchange rate swaps and exchange rate exposure (operating, translation, and transaction), foreign investment strategy.",['Regular'],[],[],['BUFN721-0501'],,BUFN610.,BUFN770.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BUFN721 or BUFN770.
863,BUFN734,202308,Portfolio Management,BUFN,Finance,2,"Provides training that is important in understanding the investment process - the buy side of the financial world. Specifically, the objective is to provide graduate-level instruction in the following topics, both in theory and in using financial markets data to test the basic theory and practice of portfolio choice and equilibrium pricing models and their implications for efficient portfolios.",['Regular'],[],[],['BUFN734-0501'],,BUFN610.,BUFN763.,Permission of BMGT-Robert H.,Smith School of Business; or must be in Business and Management (Master's) program.,,BUFN734 or BUFN763.
864,BUFN736,202308,Quantitative Investment Strategies,BUFN,Finance,2,"Provides an introduction to quantitative techniques of selecting equities, as used commonly among long-short equity hedge funds and other quantitative equity asset management companies. Statistical factor models are developed to locate stocks with higher expected returns, based on the observable characteristics of the stocks. Implementation issues, including statistical estimation, backtesting and portfolio construction, are covered, as is performance evaluation.",['Regular'],[],[],['BUFN736-0501'],,BUFN610.,BUFN764.,Must be in a major in BMGT-Robert H.,Smith School of Business; or must be in Business and Management (Master's) program.,,BUFN764 or BUFN736.
865,BUFN741,202308,Advanced Capital Markets,BUFN,Finance,2,"This course covers modern theories and techniques for investments and asset pricing. The main topics covered are: portfolio theory, pricing models, market efficiency, fixed income investment, forwards and futures, and options.",['Regular'],[],[],['BUFN741-0505'],,BUFN620; or permission of BMGT-Robert H.,BUFN758P.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.   Smith School of Business.   For Master of Quantitative Finance students only.,,BUFN758P or BUFN741.
866,BUFN742,202308,Financial Engineering,BUFN,Finance,2,Introduces and applies various computational techniques useful in the management of equity and fixed income portfolios and the valuation of financial derivatives and fixed income securities. Techniques include Monte Carlo Simulation and binomial/lattice pricing models. Emphasis is on bridging theory with the design of algorithms and models that can be directly applied in practice.,['Regular'],[],[],['BUFN742-0501'],,BUFN610.,BUFN766.,Permission of BMGT-Robert H.,,,BUFN742 or BUFN766.
867,BUFN746,202308,Enterprise and Credit Risk Management,BUFN,Finance,2,"Surveys the theory and practice of credit risk identification, measurement and mitigation along with understanding the principles of enterprise risk governance and risk-adjusted returns. The course examines how to develop credit loss distributions via Monte Carlo simulation or copula methodologies for consumer assets such as mortgages, credit cards and auto loans, developing commercial loan scorecards for rating credit risk. Pricing and use of various credit structures such as credit default swaps, collateralized debt obligations and credit-linked notes is examined.",['Regular'],[],[],['BUFN746-0501'],,BUSI640; and BUFN740.,,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,
868,BUFN747,202308,Asset-Liability and Nonfinancial Risk Management,BUFN,Finance,2,"This course surveys risks and techniques associated with asset-liability and nonfinancial risks including market and interest rate risk, liquidity risk, operational risk and model risk, among others. Techniques such as portfolio value-at-risk (VaR) are used in realistic empirical examples to illustrate the methods. Key rate duration, principal components analysis and analytical and simulation-based VaR techniques are used to estimate interest rate risk exposure for financial firms. Hedging these risks using various financial derivative products such as options, swaps and futures contracts is explored. Operational risk is estimated leveraging Poisson loss distributions and model risk and validation techniques are reviewed.",['Regular'],[],[],['BUFN747-0501'],,BUSI640; and BUFN740.,,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,
869,BUFN758D,202308,Special Topics in Finance; big data in finance,BUFN,Finance,2,,['Regular'],[],[],['BUFN758D-0501'],,,,,,,
870,BUFN759,202308,Independent Study in Finance,BUFN,Finance,1,By Department Permission Only.,['Regular'],[],[],[],,,,,,,
871,BULM700,202308,Business Fundamentals for Supply Chain Managers I,BULM,"Logistics, Business, and Public Policy",2,"This course is part of a series of two courses Business Fundamentals for SCM part I and, part II. The series is intended to provide you with the knowledge and skills necessary to quantify the impact of supply chain management decisions on the bottom line. Students will gain a solid understanding of accounting, finance and the link between supply chain and overall financial performance. Students will analyze financial statements and explain the implications of supply chain management decisions on standard financial ratios and all components of the balance sheet and income statement. Through interactive supply chain finance models, students will demonstrate the sensitivity of outcome to multiple independent variables. Last but not least, students will also learn how to apply the net present value technique to evaluate the feasibility of investment projects in supply chain.",['Regular'],[],[],['BULM700-0501'],,,BULM758K.,Permission of BMGT-Robert H.,Smith School of Business; or must be in Business and Management (Master's) program.,,BULM758K or BULM700.
872,BULM701,202308,Business Fundamentals for Supply Chain Managers II,BULM,"Logistics, Business, and Public Policy",2,"This is the second course of the series Business fundamentals for Supply Chain Managers. This course is intended to provide you with the knowledge and skills necessary to quantify the impact of supply chain management decisions on the bottom line. Students will gain a solid understanding of accounting, finance and the link between supply chain and overall financial performance.  Students will analyze financial statements and explain the implications of supply chain management decisions on standard financial ratios and all components of the balance sheet and income statement. Through interactive supply chain finance models, students will demonstrate the sensitivity of outcome to multiple independent variables. Last but not least, students will also learn how to apply the net present value technique to evaluate the feasibility of investment projects in supply chain.",['Regular'],[],[],['BULM701-0501'],,BULM700; or permission of BMGT-Robert H.,BULM758Q.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.   Smith School of Business.,,BULM758Q or BULM701.
873,BULM710,202308,Data Driven Decision Making I,BULM,"Logistics, Business, and Public Policy",2,"Analytical modeling of business decisions; uncertainty, risk and expected utility; regression modeling to infer relationships among variables.",['Regular'],[],[],['BULM710-0501'],,,BULM758X.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,"BUSI630, BULM758X or BULM710."
874,BULM711,202308,Data Driven Decision Making II,BULM,"Logistics, Business, and Public Policy",2,"Analytical modeling of business decisions; uncertainty, risk and expected utility; regression modeling to infer relationships among variables.",['Regular'],[],[],['BULM711-0501'],,,BULM758Y.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,"BUSI630, BULM758Y or BULM711."
875,BULM721,202308,Global Supply Chain Management,BULM,"Logistics, Business, and Public Policy",2,"Offers a practical blueprint for understanding, building, implementing, and sustaining supply chains in today's rapidly changing global supply chain environment. It will provide the student with a survey of the fast-moving Supply Chain Management discipline and practice, including the evolution of supply chain strategies, business models and technologies; current best practices in demand and supply management; and methodologies for conducting supply chain-wide diagnostic assessments and formulating process improvement plans.",['Regular'],[],[],['BULM721-0501'],,,,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BUSI672 or BULM721.
876,BULM742,202308,Global Supply Chain Resources Planning,BULM,"Logistics, Business, and Public Policy",2,"Provides students with an overall understanding of how firms use an advanced supply chain planning (ASCP) application as an integral part of their materials management process which includes such activities as production planning, materials requirements planning, and distribution requirements planning.",['Regular'],[],[],['BULM742-0501'],,,,Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H.,Smith School of Business.,,
877,BULM750,202308,Lean Sigma for Supply Chain I,BULM,"Logistics, Business, and Public Policy",2,"This course is part of a series of courses. This the second part of the Lean Six Sigma for SC Managers course series. We will be focusing on the Analyze, Improve and Control phases of the Lean Six Sigma methodology. Lean Six Sigma is a robust methodology for problem solving aiming to improve quality and reduce speed within a process. This course covers up to the Lean and Six Sigma Green Belt level body of knowledge. You will be expected to conduct a project on a case study of a business looking to improve their processes to meet customer requirements.",['Regular'],[],[],['BULM750-0501'],,,BULM758L.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BULM758L or BULM750.
878,BULM751,202308,Lean Sigma for the Supply Chain II,BULM,"Logistics, Business, and Public Policy",2,"This course is part of a series of courses. The first part will cover the Introduction, Define and Measure Phases of the Lean Six Sigma Methodology.  Lean Six Sigma is a robust methodology for problem solving aiming to improve quality and reduce speed within a process. This course covers up to the Lean and Six Sigma Green Belt level body of knowledge. You will be expected to conduct a project on a case study of a business looking to improve their processes to meet customer requirements.",['Regular'],[],[],['BULM751-0501'],,BULM750.,BULM758V.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BULM758V or BULM751.
879,BULM756,202308,Supply Chain Strategy,BULM,"Logistics, Business, and Public Policy",2,"Examines supply chain management at the strategic level. Through class lectures, case discussions, and assignments, students first learn about the determinants of corporate strategy. Supply chain strategies are then discussed, along with the need to properly align supply chain strategy with corporate strategy.  Finally, there is a discussion of how to implement supply chain strategy, given various environmental and market considerations.",['Regular'],[],[],['BULM756-0501'],,,BULM758B.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BULM758B or BULM756.
880,BULM758N,202308,"Special Topics in Logistics, Business and Public Policy; Supply Chain Sustainability",BULM,"Logistics, Business, and Public Policy",2,,['Regular'],[],[],['BULM758N-0501'],,,,,,,
881,BULM759,202308,Independent Study in Logistics Management,BULM,"Logistics, Business, and Public Policy",1,,['Regular'],[],[],[],,,,,,,
882,BUMK720,202308,Marketing Strategy,BUMK,Marketing,3,"Introduces students to the fundamentals of marketing. This course combines lectures, readings, case analyses and a competitive simulation. A significant part of the course involves a competitive computer-based simulation in which student teams leverage marketing data and metrics to make marketing decisions for an organization that is competing in a market against other student teams in the class.",['Regular'],[],[],['BUMK720-0501'],,,BUMK758B.,Permission of BMGT-Robert H.,Smith School of Business; or must be in Business and Management (Master's) program.    Courses with the BUMK prefix are offered only for students in the MS in Marketing Analytics program.,,BUMK758B or BUMK720.
883,BUMK724,202308,Customer Analysis,BUMK,Marketing,3,"Focuses on the analysis of customer decision-making and how marketing strategy can be used to influence those decisions. The framework used is the buyer behavior model, in which concepts from psychology, sociology, and economics are applied to individual and organizational purchase decisions. Marketing strategies of leading firms in consumer products, technology, and services (including internet services) are analyzed using a variety of case study formats.",['Regular'],[],[],['BUMK724-0501'],,,BUMK758D.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BUMK758D or BUMK724.
884,BUMK726,202308,Statistical Programming for Customer Analytics,BUMK,Marketing,3,"Provides students with a foundation in probability and statistics with a focus on business applications.  It also gives students a foundation for thinking in both likelihood and Bayesian frameworks.  The course teaches students the basics of SAS, as well as its use in statistical analysis and statistical programming. Also addressed are basic SAS language structure, data management, OLAP, enterprise miner, statistical analysis, writing procedures.",['Regular'],[],[],['BUMK726-0501'],,,BUMK758E.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BUMK758E or BUMK726.
885,BUMK742,202308,Marketing Analytics for Consulting,BUMK,Marketing,3,"The analysis of marketing data needed for profitable marketing decisions. Advanced methods of marketing analysis for marketing decisions, including choice and count data models, joint analysis of consumers choice, quantity and timing decisions, mixture and mixture regression models, and conjoint analysis, all using data-based cases and SAS software. Applications are in the areas of strategic marketing, marketing segmentation, eye tracking for advertising effectiveness, new product development, sales promotion analysis, pricing, design of marketing mix, and direct marketing.",['Regular'],[],[],['BUMK742-0501'],,,BUMK758K.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BUMK758K or BUMK742.
886,BUMK758C,202308,Special Topics in Marketing; Marketing Analytics for Consulting,BUMK,Marketing,3,,['Regular'],[],[],['BUMK758C-0501'],,,,,,,
887,BUMK758G,202308,Special Topics in Marketing,BUMK,Marketing,2,,['Regular'],[],[],"['BUMK758G-0501', 'BUMK758G-0502']",,,,,,,
888,BUMK759,202308,Independent Study in Marketing,BUMK,Marketing,1,,['Regular'],[],[],[],,,,,,,
889,BUMK760,202308,Business Policies and Ethics,BUMK,Marketing,2,"The standards of business conduct, morals and values as well as the role of business in society.  Students will consider the sometimes conflicting interests of and claims on the firm and its objectives.",['Regular'],[],[],['BUMK760-0501'],,,BUMK758F.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BUMK758F or BUMK760.
890,BUMK762,202308,Business Communication I,BUMK,Marketing,1,"A study of the standards of business conduct, morals and values as well as the role of business in society.  Students will consider the sometimes conflicting interests of and claims on the firm and its objectives.",['Regular'],[],[],"['BUMK762-0501', 'BUMK762-0502']",,,BUMK758H.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BUMK758H or BUMK762.
891,BUMK766,202308,Digital Analytics,BUMK,Marketing,2,"Examines the process of developing, implementing and analyzing strategies for successfully marketing a variety of existing and potential products and services on the Internet. Special attention is devoted to the tools and techniques unique to the electronic media.",['Regular'],[],[],['BUMK766-0501'],,,BUMK758N.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BUMK758N or BUMK766.
892,BUMK773,202308,Pricing Analytics and Strategies,BUMK,Marketing,2,"The economic and behavioral aspects of pricing and the evaluation of innovative pricing practices such as price matching, customized pricing, bundle pricing and product line pricing.  The course will cover both B2B, B2C, online and offline markets. Instruction will be through a mix of case studies, pricing simulation games, hands-on exercises, practitioner guest lectures and discussions.",['Regular'],[],[],['BUMK773-0501'],,,BUMK758J.,Must be in Business and Management (Master's) program; or permission of BMGT-Robert H.,Smith School of Business.,,BUMK758J or BUMK773.
893,BUSI600,202308,Fundamentals of Business Decision Making,BUSI,Part-Time MBA Program,2,"Introduces students to the language of business. Topics covered include financial accounting, financial management, data models, strategy, leadership and teamwork, and a brief action learning project on innovation.",['Regular'],[],[],['BUSI600-BA01'],,,,Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H.,"Pre-work includes the DISC assessment, and a requires a passing grade on a spreadsheet pre-work course.  Smith School of Business.",,
894,BUSI602,202308,Leading with a Strategic Mindset,BUSI,Part-Time MBA Program,2,"This course sits at the intersection of leadership and strategy. Focuses on the aspects of the firm that facilitate reaching strategic objectives. In particular, organizational alignment facilitates the development of innovative ideas, achieving operational efficiency, sustaining organizational growth, adopting new business models, achieving strategic change, and building organizational competence. Use of several tools in analysis, such as congruence analysis, the 7S model, network analysis, and design thinking. Focus on thinking systematically and analytically about managing an organization and leading strategically.",['Regular'],[],[],"['BUSI602-GS01', 'BUSI602-WW01']",,,,Must be in Business and Management (Master's) program OR Permission of BMGT-Robert H.,Smith School of Business.,,
895,BUSI611,202308,Managerial Accounting,BUSI,Part-Time MBA Program,2,"Use of accounting data in corporate planning and control. Cost-volume- profit analysis, budgeting, pricing decisions and cost data, transfer pricing, activity-based management, performance measures, and standard costing.",['Regular'],[],[],"['BUSI611-BA01', 'BUSI611-DC01', 'BUSI611-GS01']",,BUSI610.,,Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).,,,"BUSI611, BUAC616, or BMGT616."
896,BUSI634,202308,Operations Management,BUSI,Part-Time MBA Program,2,"Operations management is concerned with efficient and effective design and operation of business processes for delivering products and/or services. Emphasis is given to process analysis and design, capacity management and bottlenecks, waiting lines and the impact of uncertainty in process performance, quality management, lean, six-sigma, and revenue management.",['Regular'],[],[],"['BUSI634-BA01', 'BUSI634-DC01', 'BUSI634-GS01']",,,,Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)) ; or permission of BMGT-Robert H.,Smith School of Business.,,BUSI634 or BMGT624.
897,BUSI650,202308,Marketing Management,BUSI,Part-Time MBA Program,2,"Analysis of marketing problems and evaluation of specific marketing efforts regarding the organization's products and services, pricing activities, channel selection, and promotion strategies in both domestic and international markets.",['Regular'],[],[],"['BUSI650-BA01', 'BUSI650-DC01', 'BUSI650-GS01']",,,,Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).,,,BUSI650 or BMGT612.
898,BUSI662,202308,Leadership and Teamwork,BUSI,Part-Time MBA Program,2,"Course examines concepts of team-building and leadership which are critical to managerial success. Topics include leadership, decision making, communication and conflict, work motivation, building effective teams, and organizational change and culture.",['Regular'],[],[],"['BUSI662-BA01', 'BUSI662-DC01', 'BUSI662-GS01']",,,,Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).,,,"BMGT600, BUSI662, or BUSM600."
899,BUSI681,202308,Managerial Economics and Public Policy,BUSI,Part-Time MBA Program,2,"Basic microeconomic principles used by firms, including supply and demand, elasticities, costs, productivity, pricing, market structure and competitive implications of alternative market structures. Market failures and government intervention. Public policy processes affecting business operations.",['Regular'],[],[],"['BUSI681-BA01', 'BUSI681-DC01', 'BUSI681-GS01']",,,,Must be in one of the following programs (Business and Management (Master's); Business and Management (Master's)).,,,BUSI681 or BMGT604.
900,BUSI710,202308,Competitive and Collaborative Negotiation,BUSI,Part-Time MBA Program,2,Increase negotiating self-confidence and improve capacity to achieve win-win solutions to organizational problems. Improve effectiveness at finding creative solutions to conflict.,['Regular'],[],[],"['BUSI710-BA01', 'BUSI710-DC01', 'BUSI710-GS01']",,,,Must be in Business and Management (Master's) program OR Permission of BMGT-Robert  H.,Smith School of Business.,,
901,BUSI718D,202308,Special Topics in Business; Data Driven Analytics,BUSI,Part-Time MBA Program,2,,['Regular'],[],[],"['BUSI718D-BA01', 'BUSI718D-DC01', 'BUSI718D-GS01']",,,,,,,
